uid,body,title,url,newspaper_uid,host,n_token_title,n_token_body
ad37a2abf38a9c39b07bd2118cd2fee8,"Este mircoles, Guillermo Botero se convirti en el segundo miembro del gabinete con el que arranc el Gobierno Duque en dejar el barco. Ya haba salido Gloria Mara Borrero del Ministerio de Justicia para darle paso a la exmagistrada de la Corte Suprema Margarita Cabello.Botero termina cayndose despus de un juicioso debate de control poltico en su contra adelantado por el senador Roy Barreras. Al final no hubo mocin de censura, pero las denuncias del senador de la U sobre la muerte de varios menores en una operacin de bombardeo, cuyos resultados fueron revelados al pas sin ese detalle crtico, le quitaron al Mindefensa el escaso margen de maniobra poltica que un tena.","Tres claves de la cada del Mindefensa, Guillermo Botero",https://www.eltiempo.com//justicia/investigacion/analisis-por-que-renuncio-el-ministro-de-defensa-guillermo-botero-431216,eltiempo,www.eltiempo.com,6,60
0c3d349d76f83d4aea233d70e0c7811e,"El humorista lvaro Lemmon, conocido en el mundo del entretenimiento colombiano como 'El hombre caimn', le dijo adis a Sbados felices, el icnico programa en el cual particip durante ms de 40 aos.Ahora, Lemmon public un curioso mensaje en su cuenta de Twitter en el que 'busca trabajo' y destaca sus diversas cualidades para la televisin.",'El Hombre caimn' busca trabajo luego de salir de 'Sbados felices',https://www.eltiempo.com//cultura/gente/humorista-hombre-caiman-sale-de-sabados-felices-y-busca-trabajo-430816,eltiempo,www.eltiempo.com,7,28
928b81e953bc880117252b00ad04452f,"El ministro para la Comunicacin e Informacin del rgimen deVenezuela, Jorge Rodrguez, inform que estn buscando al miembro de 'los Rastrojos', Jonathan Orlando Garca, alias 'Patrn Pobre', por su participacin en el traslado del lder opositor Juan Guaid, de Venezuela a Colombia, el pasado 22 de febrero.(Lea tambin: 'Nos tomamos fotos con mucha gente': Guaid sobre imagen con Rastrojos)",Rgimen de Maduro vuelve a vincular a Guaid con banda 'los Rastrojos',https://www.eltiempo.com//mundo/venezuela/regimen-de-maduro-vuelve-a-vincular-a-guaido-con-banda-los-rastrojos-431130,eltiempo,www.eltiempo.com,7,36
8812aec4d7d4508834877838d7037fa3,"Hacia las 6 a. m. de este mircoles, Juanita Correa Valencia, de 17 aos, fue asesinada en su casa, una residencia universitaria del barrio Campo Hermoso de Manizales. La joven, oriunda del municipio de Neira (Caldas), era estudiante de primer semestre de Medicina de la Universidad de Manizales y fue asesinada por un joven que viva en la misma residencia.",Universitario que deca 'or voces internas' mat a compaera de casa,https://www.eltiempo.com//colombia/otras-ciudades/estudiante-de-universidad-de-manizales-asesino-a-companera-de-residencia-431018,eltiempo,www.eltiempo.com,7,30
18ba9ab4ea7c01f44e9ace6be576c19c,"Colombia siempre ser el hogar de esos 4,7 millones de compatriotas que, por diferentes razones, han tenido que radicarse en otras partes del mundo y extraan, desde la distancia, esta tierra que tambin los echa en falta. La nostalgia y el extraamiento suelen ser tan fuertes que no son pocos los que suean con regresar algn da y radicarse de nuevo aqu.",Comprar vivienda desde el exterior s es posible,https://www.eltiempo.com//contenido-comercial/comprar-vivienda-desde-el-exterior-si-es-posible-424476,eltiempo,www.eltiempo.com,5,31
00f844d9a71e3f873a947230ee18315d,"Luego de que el ministro de Defensa, Guillermo Botero, renunciara al cargo este mircoles, tras el debate de mocin de censura en su contra en el cual el senador Roy Barreras denunci que haban muerto menores en un bombardeo contra las disidencias de las Farc, algunos dirigentes polticos han expresado sus posiciones frente a esta decisin.",Las reacciones polticas tras la renuncia del ministro de Defensa,https://www.eltiempo.com//politica/partidos-politicos/reacciones-de-politicos-tras-la-renuncia-del-ministro-de-defensa-guillermo-botero-431152,eltiempo,www.eltiempo.com,6,28
1d4bf025f5b068426180bf21910e7069,"Luego de varias dilaciones,se inici la que parece ser la recta final del caso de Santiago Uribe Vlez, ganadero y hermano del senador lvaro Uribe Vlez por el sonado caso del grupo paramilitar conocido como los '12 apstoles' ypor el asesinato del conductor Camilo Barrientos Durn, registrado en 1994, en Yarumal (Antioquia).Desde la maana de este mircoles, 6 de noviembre, se lleva a cabo en la sala de audiencias 35, del piso 18, del Palacio de Justicia Jose Flix de Restrepo, en Medelln, la audiencia en la que se presentan los alegatos de conclusin del caso.",Se inicia recta final en juicio contra ganadero Santiago Uribe Vlez,https://www.eltiempo.com//colombia/medellin/se-reinicia-juicio-contra-santiago-uribe-velez-431118,eltiempo,www.eltiempo.com,8,52
de27c56940bd186c9b1517dc5658fc6a,Uno de los problemas que alarma al sistema educativo colombiano tiene que ver con la cada en el nmero de estudiantes matriculados en las universidades pblicas y privadas.,"Trabajar en cantidad y calidad, un reto en educacin para la capital",https://www.eltiempo.com//contenido-comercial/trabajar-en-cantidad-y-calidad-un-reto-en-educacion-para-la-capital-423704,eltiempo,www.eltiempo.com,6,13
a7d1a3440a7d46af183f5250175e531f,"Si algo reprocha nuestra sociedad y el Estado de derecho, es que los jueces acten de manera desproporcionada y conviertan el asunto de la medida de aseguramiento en un tema simblico.Con esta frase, la defensa del expresidente lvaro Uribe en cabeza del penalista Jaime Granados remata las 339 pginas de alegatos con los que busca que al exmandatario se le resuelva favorablemente su situacin jurdica, dentro del proceso que se le siguen por presunto soborno a testigos y fraude procesal.EL TIEMPO tuvo acceso al documento, y en este se seala desde la posible manipulacin de evidencia en su contra hasta pruebas de que el senador no tuvo nada que ver con el pago a testigos, por el que es investigado su abogado Diego Cadena. ",Los 6 argumentos de Uribe para librarse de la medida de aseguramiento,https://www.eltiempo.com//unidad-investigativa/la-defensa-de-alvaro-uribe-para-librarse-de-la-medida-de-aseguramiento-431202,eltiempo,www.eltiempo.com,5,54
12f1356291b606c2151f78749107b935,"Brahaman Jhusep Guevara Pabn cumpli 11 aos el domingo 20 de octubre pasado. Era un nio tierno, detallista, de un corazn grande y que, segn su mam, Luz Marina Pabn, odiaba las injusticias. No obstante su corta edad, soaba con ser doctor y comprarle una casa y un carro a su madre.","Brahaman, el nio que muri al caer de un sexto piso por un ascensor",https://www.eltiempo.com//bogota/brahaman-el-nino-que-murio-al-caer-de-un-sexto-piso-por-un-ascensor-430840,eltiempo,www.eltiempo.com,7,31
74ec4f0bf47ed95168509667050b050c,"El presidente Ivn Duque mantiene su posicin de garantizar que Colombia est a la vanguardia en paridad de gnero. Por esto, anunci un documento Conpes con el cual espera garantizar que la brecha en puestos de liderazgo en varios sectores del pas sea eliminada.",Gobierno anuncia plan para garantizar equidad de gnero en trabajo,https://www.eltiempo.com//politica/gobierno/gobierno-anuncia-plan-para-garantizar-equidad-de-genero-en-trabajo-y-politica-431220,eltiempo,www.eltiempo.com,7,23
55ba27af0f5d5416144197b23fe03059,"A Leiderman Ortiz le bombardearon la casa. El periodista sufri la detonacin de una granada en el solar de su vivienda en Caucasia, Antioquia. A los dos das otro artefacto explosivo cay en la parte delantera, destruyendo toda la fachada. Ninguno de los dos episodios, ocurridos en 2010, fue para lamentar alguna vida, pero es la hora que las amenazas y rumores de atentados en contra de su vida no cesan.",El periodista a quien muchos quieren matar y que ahora ser alcalde,https://www.eltiempo.com//colombia/medellin/leiderman-ortiz-periodista-amenazado-que-gano-elecciones-a-la-alcaldia-de-caucasi-431172,eltiempo,www.eltiempo.com,6,35
82be4f6a9792b90566f3c7c464fc45a7,"La Asamblea General de Naciones Unidas decidir este jueves si pone fin al bloqueo econmico, comercial y financiero impuesto por Estados Unidos a Cuba.",Embargo de EE. UU. a Cuba: incertidumbre por voto de Colombia,https://www.eltiempo.com//mundo/latinoamerica/embargo-a-cuba-incertidumbre-por-voto-de-colombia-431222,eltiempo,www.eltiempo.com,7,16
903cc13f7bf8a430f507084867d9298c,"Hay fenmenos celestes bastante conocidos y que no pasan desapercibidos. El ms clebre por su espectacularidad es tal vez el eclipse de Sol, en donde la Luna se interpone entre la estrella y nosotros, bloqueando su luz parcial o totalmente.","Cmo ver el trnsito de Mercurio, un evento que solo volver en 2032",https://www.eltiempo.com//vida/ciencia/como-ver-en-colombia-el-transito-de-mercurio-un-evento-que-solo-volvera-en-2032-430948,eltiempo,www.eltiempo.com,7,20
54695ad8b4496605fa8e43c5f1e03dfc,"Internet es ahora menos libre que hace diez aos, y la situacin est empeorando a medida que algunos gobiernos utilizan ms las redes sociales para manipular elecciones y controlar a los ciudadanos, en un intento por desviar la tecnologa hacia el autoritarismo, segn dice Freedom House, un grupo prodemocrtico con sede en Washington (EE. UU.).Muchos gobiernos han descubierto que la propaganda funciona mejor en las redes sociales que la censura, declar Mike Abramowitz, presidente de Freedom House, organismo que anualmente realiza el estudio Freedom on the Net. Este ao, el informe encontr que la libertad en internet en el mundo baj por noveno ao consecutivo.","Internet, en su momento de menor libertad en 10 aos",https://www.eltiempo.com//tecnosfera/novedades-tecnologia/libertad-en-internet-en-colombia-y-el-mundo-estudio-freedom-on-the-net-2019-431128,eltiempo,www.eltiempo.com,5,67
fd36c1e6efe20cc52989bd5116865258,"Recrudecimiento de la violencia poltica, persistencia del reclutamiento forzado de menores de edad, y continuidad de afectaciones a lderes sociales y poblacin civil, son algunas de las conclusiones que hace la Misin de Apoyo al Proceso de Paz de la OEA (MAPP/OEA) sobre situaciones que se vivieron en las regiones de Colombia durante el primer semestre del ao.Este informe, que coincide con el aniversario nmero 15 de la Misin en Colombia, es producto de ms de 1.600 misiones en varias zonas del pas y este mircoles fue presentado ante el Consejo Permanente de la OEA.",En al menos 19 zonas ha habido reclutamiento de menores este ao,https://www.eltiempo.com//justicia/conflicto-y-narcotrafico/reclutamiento-de-menores-y-otras-violencias-que-siguen-en-territorios-de-colombia-430986,eltiempo,www.eltiempo.com,5,44
5330a9970ce216addd972072dc61e1fd,"Estuve en Finlandia, lugar perteneciente a ese puado de naciones que parecen haber resuelto ya todos los problemas de la existencia. Encabeza los rankings de capital humano y estabilidad poltica, su PIB per cpita es de los ms altos del mundo, y su nivel de pobreza y coeficiente de Gini son de los ms bajos. Sus habitantes gozan de excelente transporte pblico; comen mucho pato, pescado y venado; el pasatiempo nacional es meterse en un sauna, y este ao, por segunda vez consecutiva, fueron designados el pueblo ms feliz de la Tierra por las Naciones Unidas.",thierry ways,https://www.eltiempo.com//opinion/columnistas/thierry-ways/cuestion-de-confianza-columna-de-thierry-ways-431142,eltiempo,www.eltiempo.com,2,52
2f77c27ed4c74946e96e17301f0f863c,"El Instituto Distrital de Turismo (IDT) anunci que abri un concurso de mritos para realizar estudios que mejoren el ingreso y la calidad del servicio en la llegada del santuario de Monserrate. Estos estudios tendrn que determinar cul es la mejor forma de organizar los parqueaderos aledaos, cules sern las medidas que garanticen un buen servicio a los visitantes del cerro y cmo integrar este atractivo turstico al centro histrico de Bogot.",Distrito abre concurso para mejorar oferta turstica en Monserrate,https://www.eltiempo.com//bogota/distrito-abre-concurso-para-mejorar-oferta-turistica-en-monserrate-431062,eltiempo,www.eltiempo.com,7,41
983eefa7a787f6c980a8cc6839945bee,"Mi familia tambin enfrent los rigores de la guerra. Mi pap junto a sus hermanos compraron unas tierras para sembrar arroz, fue un negocio prspero hasta que empezaron a extorsionarlos, y como nos negamos a pagar las amenazas se incrementaron, esto nos llev a terminar con el negocio familiar. La finca est en Sabana de Torres, en Santander, relata el coronel Juan Guerra, quien ingres a la Escuela Militar Jos Mara Crdova en 1991.",Los militares tambin han sido vctimas de despojo de tierras,https://www.eltiempo.com//justicia/conflicto-y-narcotrafico/los-militares-tambien-han-sido-victimas-de-desplazamiento-y-despojo-de-tierras-431212,eltiempo,www.eltiempo.com,6,40
412f62ada7d00ad46318439e818ab4a6,"Lo nico bueno que tiene la tragedia atroz que est viviendo el Cauca, mi departamento, si es que algo de bueno tiene esa tragedia, es que parece que por fin el resto del pas se est dando cuenta, ahora s de verdad, de que all, en ese olvidado pedazo de tierra en el sur de Colombia, est el nudo gordiano, el centro de todos nuestros problemas como sociedad. Y si el Cauca no se salva, lo dems tampoco lo har.",juan esteban constain,https://www.eltiempo.com//opinion/columnistas/juan-esteban-constain/todo-alli-columna-de-juan-esteban-constain-431150,eltiempo,www.eltiempo.com,3,39
1ca8bf13be6eaa0304e5c01b78664566,"Candelario Gutirrez, de 80 aos, haba sido declarado muerto en la clnica del Prado de Barranquilla, pero cuando iba a ser preparado por el tanatlogo, que proceda tras confirmar la respectiva acta de defuncin, present signos vitales, de manera normal. La noticia era sorprendente: Candelario no estaba muerto.Parece ser otra de las historias macondianas propias de la mente del nobel Gabriel Garcia Mrquez, pero lo cierto es que este martes, a las 8:30 de la maana, Candelario fue declarado como fallecido por el mdico Harvey Ortega, de la clnica el Prado. No obstante, en la tarde de ese mismo da present seales de vida.",Hombre que fue dado por muerto 'resucit' cuando iba a ser embalsamado,https://www.eltiempo.com//colombia/barranquilla/candelario-gutierrez-fue-dado-por-muerto-y-revivio-cuando-iba-a-ser-embalsamado-430932,eltiempo,www.eltiempo.com,6,55
